
















































6;112,6669;



1;123,0004;





1;143,0002;









































5;233,3321;





























































































6;355,3348;

8;359,0016;

1;362,6683;





8;372,002;

































































6;450,0043;









































2;500,3392;







8;510,0062;









8;521,339;





















5;544,6709;































3;586,0017;

















1;606,3338;











1;620,9996;











3;640,665;









































1;689,3287;

8;692,3286;





















1;713,6606;































8;750,325;

























1;783,323;

8;786,6561;



6;794,989;













































1;848,6523;





































8;900,6492;





8;910,9819;













8;934,9804;





8;946,313;



















1;971,9781;







8;981,9775;

1;985,3107;





































1;1029,642;



















6;1060,313;











































8;1112,986;





















































6;1184,328;



5;1191,662;



2;1198,996;3;1203,33;



















3;1230;











1;1248,336;







9;1260,004;





















8;1287,674;



1;1292,008;







1;1301,009;

1;1304,676;





1;1317,677;

2;1323,345;





1;1335,013;





1;1343,681;





















































6;1426,024;

5;1433,358;

6;1437,025;



