










































1;88,00008



1;96,00014

























5;170,3331

























6;221,3323







































































1;370,6686



















































































































5;573,3358





8;583,6685

1;592,0013







































1;646,6647























































6;717,6603





















































































































5;866,65126;871,3176







1;883,3169















5;903,9823







6;922,3145

8;925,6476















































































2;1058,646





8;1066,313





















































5;1168,993



3;1203,997



1;1219,332

1;1225











5;1268,672







6;1324,345





1;1336,346

3;1353,349

1;1358,682









3;1392,353



8;1408,689

5;1415,3566;1420,69









8;1474,697













4;1560,3745;1566,708





















6;1671,721





8;1682,0559;1687,723

1;1696,057







1;1707,725

6;1722,394







8;1788,4029;1797,736













1;1833,074







6;1861,411

9;1882,413















6;1959,756

1;1976,758









6;2012,762







8;2027,431















3;2067,762

1;2103,42



8;2113,417

5;2119,416





1;2162,072

6;2173,069



8;2191,065

9;2261,714






5;2404,0136;2409,012











8;2490,992







7;2551,644

4;2571,639



1;2578,3042;2591,9673;2611,629


1;2678,946





4;2737,5985;2781,9216;2785,92

8;2796,917



5;2861,568

9;2868,5660;2919,887


1;2966,209


9;3116,172


6;3167,167;3254,805






7;3358,113

6;3364,445

6;3381,4417;3403,1028;3407,101




4;3530,738



7;3585,7248;3588,399;3600,3870;3608,7191;3617,7172;3628,714


9;3676,3690;3699,363

1;3728,0232;3735,3543;3746,019

7;3787,6758;3791,6749;3846,994


4;3889,655;3920,6436;3935,972

6;3954,6347;3969,9648;3973,296

1;3978,9622;3987,2933;3995,2914;4064,6075;4070,606


1;4095,933



8;4140,288

9;4243,6720;4251,3421;4255,0112;4262,3483;4295,364

5;4324,0446;4330,3817;4370,48;4376,7379;4387,7420;4397,081;4401,7492;4413,755


1;4422,0922;4460,4443;4492,793

6;4504,4667;4523,8098;4558,492


3;4609,1844;4630,1945;4636,1976;4641,199

6;4676,55

2;4708,232

2;4796,2753;4811,9494;4831,9595;4837,6286;4843,2987;4861,648;4866,9769;4877,3140;4885,985


8;4891,3219;4899,9920;4908,6631;4914,3332;4923,0033;4934,009

1;4953,0182;4959,6883;4966,6914;4980,6985;4986,0346;4990,377;5005,3778;5009,379

4;5042,0625;5048,3986;5055,0687;5072,0768;5075,7459;5087,4170;5096,088

2;5110,0953;5120,433

1;5140,7762;5150,781

3;5164,1214;5180,4625;5185,4656;5190,8017;5207,4768;5211,4789;5220,1480;5229,4861;5235,4892;5243,16





5;5360,8846;5366,227;5383,8958;5389,8989;5401,9040;5413,911;5421,582;5429,9173;5437,921


9;5486,9450;5495,951;5500,6192;5508,9563;5516,96

7;5552,3118;5556,3139;5564,650;5572,6541;5575,9892;5585,3273;5593,3314;5614,0075;5619,016;5624,679


1;5640,354

1;5648,3572;5657,3623;5665,3664;5680,7075;5686,3766;5690,7117;5706,7198;5710,3889;5718,0580;5725,3951;5729,0632;5739,068


8;5748,4069;5754,7430;5761,7461;5765,7482;5772,4183;5779,755


4;5864,1295;5869,1326;5872,87;5886,148;5889,1429;5896,1450;5905,8161;5910,4852;5918,823

1;5928,1612;5936,1653;5945,836

8;5999,8629;6030,8770;6040,5491;6045,5512;6053,2223;6062,56

9;6084,2370;6091,5741;6095,5762;6102,9133;6110,254;6127,9255;6132,5946;6136,5967;6150,9368;6153,604


8;6178,283

6;6236,6457;6295,0068;6298,6759;6308,680;6316,351;6320,0192;6328,356


9;6340,6950;6350,3671;6353,7022;6361,3723;6371,3774;6388,3855;6393,3886;6398,7247;6415,0658;6419,0679;6429,072


7;6447,7488;6451,759;6460,420;6468,0911;6472,762;6479,7633;6487,7674;6505,4425;6524,118


7;6554,88;6559,4699;6572,8090;6584,1471;6590,4842;6601,1563;6612,828


9;6643,1760;6653,5151;6668,1882;6697,873;6708,8754;6730,886


9;6742,8920;6750,562

8;6761,5679;6793,9170;6803,5881;6807,2562;6815,5943;6824,5984;6851,9455;6856,947


5;6862,6176;6867,9537;6884,9618;6888,9639;6899,3010;6910,3071;6914,6422;6922,9793;6932,6514;6950,665;6955,662




5;7005,3536;7010,3557;7028,3648;7033,3679;7043,7050;7052,3761;7056,0442;7064,3823;7073,724;7091,7295;7097,064




8;7121,419;7132,4150;7139,7521;7143,7542;7152,7583;7163,43


2;7227,4613;7238,84;7256,8095;7261,8126;7265,8137;7281,1548;7287,4919;7296,8290;7305,1661;7309,168


8;7319,849;7328,8440;7338,1821;7342,8512;7350,1883;7358,8594;7377,5355;7383,2046;7388,2077;7405,5488;7409,217


3;7424,5584;7439,2315;7444,9016;7449,577;7464,5778;7467,9129;7476,5830;7484,921;7488,9222;7495,2593;7503,263


9;7523,9390;7532,9441;7536,2792;7543,6163;7551,9534;7567,9615;7573,2976;7578,9667;7596,3088;7599,9779;7608,981


8;7620,329;7628,6570;7636,3281;7639,6632;7645,9993;7653,0024;7665,6755;7670,0116;7674,0137;7687,3538;7691,0219;7699,0250;7706,0281;7709,697


7;7731,3748;7734,7099;7742,7130;7751,3841;7754,3852;7761,7223;7769,0594;7783,066


